id;topic;style;question;answer;numeros_fora_do_doc;decisao;pergunta_corrigida;resposta_corrigida;comentario
cartoes__direta__2;cartoes;direta;Qual é a anuidade do cartão de crédito PJ nos diferentes planos?;A anuidade do cartão de crédito PJ varia conforme o plano: no plano Essencial, a anuidade é de R$ 12/mês, mas pode ser isenta se você gastar acima de R$ 1.000 no mês. Nos planos Pro e Premium, não existe anuidade.;;;;;
cobrancas__direta__3;cobrancas;direta;Qual é o prazo de recebimento dos pagamentos feitos por cartão de crédito?;Os pagamentos realizados por cartão de crédito têm um prazo de recebimento de 30 dias após cada parcela, ou seja, o valor cai na sua conta Indie 30 dias após a data da transação.;;;;;
cobrancas__suporte__4;cobrancas;suporte;O que acontece se eu ultrapassar a franquia de boletos pagos no plano Essencial?;Se você ultrapassar a franquia de 10 boletos pagos no plano Essencial, será cobrada uma taxa de R$ 1,99 por cada boleto adicional pago. Por isso, é importante monitorar a quantidade de boletos emitidos para evitar custos extras.;;;;;
cofre_fiscal__direta__1;cofre_fiscal;direta;Quem pode utilizar o Cofre Fiscal?;Todos os clientes da Indie podem utilizar o Cofre Fiscal, e ele é especialmente útil para aqueles que têm renda variável, como freelancers e profissionais que recebem de forma irregular.;;;;;
cofre_fiscal__caso_de_uso__1;cofre_fiscal;caso_de_uso;Como professor particular de inglês, minha renda varia muito de mês para mês. Como o Cofre Fiscal pode me ajudar a gerenciar essa incerteza financeira?;O Cofre Fiscal ajuda a lidar com a renda irregular reservando automaticamente uma porcentagem dos seus recebimentos. Isso significa que, independentemente de quanto você ganhe em um mês, parte do seu dinheiro é separada para cobrir os impostos, como o DAS, tornando o seu planejamento financeiro mais seguro e organizado.;;;;;
cofre_fiscal__comparacao__0;cofre_fiscal;comparacao;Qual a diferença entre o Cofre Fiscal e as Caixinhas da Indie?;O Cofre Fiscal é uma ferramenta que reserva automaticamente uma porcentagem de cada recebimento para o pagamento de impostos, enquanto as Caixinhas são CDBs com liquidez diária que permitem guardar dinheiro para diferentes objetivos e rendem 100% do CDI ou mais, dependendo do plano. O Cofre Fiscal tem o foco em organizar as finanças e garantir que os impostos sejam pagos em dia, enquanto as Caixinhas oferecem uma opção de investimento com rendimento.;;;;;
conta_abertura__caso_de_uso__1;conta_abertura;caso_de_uso;Como redator freelancer, eu quero abrir uma conta PJ, mas ainda não tenho CNPJ. Posso usar o Indie Abre MEI?;Sim, você pode usar o Indie Abre MEI para abrir seu CNPJ gratuitamente pelo app, em cerca de 15 minutos. Isso é ideal para quem está começando como redator e deseja formalizar sua atividade.;;;;;
conta_abertura__comparacao__0;conta_abertura;comparacao;Quais tipos de empresas podem abrir a Indie Conta PJ?;A Indie Conta PJ pode ser aberta por MEIs (Microempreendedores Individuais), empresas individuais, sociedades limitadas unipessoais (SLU) e sociedades limitadas no Simples Nacional com até 5 sócios e faturamento anual de até R$ 4,8 milhões.;;;;;
conta_abertura__objecao__3;conta_abertura;objecao;O que acontece se eu não tiver todos os documentos exigidos para abrir a conta?;Para abrir a Indie Conta PJ, é necessário apresentar documentos como um documento oficial com foto, selfie, CNPJ ativo e comprovante de endereço. Se você não tiver todos os documentos, a abertura da conta não poderá ser concluída. É importante garantir que todos os documentos estejam em ordem para evitar atrasos.;;;;;
conta_funcionalidades__informal__1;conta_funcionalidades;informal;quero saber se consigo agendar pix na indie conta pj, como faço?;Sim, você pode agendar Pix na Indie Conta PJ! É super simples: no app, basta escolher o valor, a data e a chave do destinatário. O pagamento será realizado automaticamente no dia agendado, sem complicação!;;;;;
conta_funcionalidades__informal__0;conta_funcionalidades;informal;como funciona a cobrança no pix da indie conta pj?;A cobrança via Pix na Indie Conta PJ é bem fácil! Você pode gerar um link de pagamento com QR Code e enviar para o seu cliente por WhatsApp, e-mail ou SMS. Assim que o pagamento é feito, ele é automaticamente conciliado com a sua conta. Isso facilita muito a gestão dos recebimentos!;;;;;
conta_funcionalidades__caso_de_uso__3;conta_funcionalidades;caso_de_uso;Estou pensando em usar a Indie Conta PJ, mas fico preocupado com o saldo parado. Ele rende algum valor?;Não, o saldo parado na Indie Conta PJ não rende. Para que o seu dinheiro possa render, você precisaria guardar na funcionalidade de Caixinhas ou no Cofre Fiscal, que oferecem opções de rendimento. Assim, você pode manter seus recursos com maior segurança e ainda obter retorno.;;;;;
contabil_me__comparacao__3;contabil_me;comparacao;Como funciona o atendimento do contador na Indie Contábil?;O atendimento do contador na Indie Contábil é oferecido pelo chat do app, com resposta garantida em até 1 dia útil. Isso garante que suas dúvidas e necessidades contábeis sejam atendidas rapidamente.;;;;;
contabil_me__caso_de_uso__0;contabil_me;caso_de_uso;Sou arquiteta autônoma e recebo por projeto. Estou pensando em contratar a Indie Contábil, mas gostaria de saber como é o atendimento do contador e se ele é dedicado para mim.;Na Indie Contábil, você terá um contador dedicado que atenderá suas necessidades específicas. O atendimento é feito pelo chat do app, e você pode esperar uma resposta em até 1 dia útil. Assim, você terá apoio direto para gerenciar sua contabilidade e garantir que tudo esteja em ordem.;;;;;
contabil_me__suporte__3;contabil_me;suporte;E se eu precisar de uma declaração anual do MEI? Como funciona isso na Indie Contábil?;A declaração anual do MEI, chamada DASN-SIMEI, está incluída gratuitamente nos planos Pro e Premium da Indie Contábil. No plano Essencial, você pode solicitar a declaração, mas terá um custo de R$ 49 por declaração avulsa.;;;;;
contabil_mei__caso_de_uso__4;contabil_mei;caso_de_uso;Se um dia eu decidir me transformar de MEI para ME, a Indie Contábil me ajuda a entender o que eu preciso fazer?;Sim, a Indie Contábil oferece apoio no processo de desenquadramento do MEI para ME. Seu contador dedicado irá ajudá-lo a entender todos os passos necessários e garantirá que tudo seja feito de forma correta, principalmente se você estiver ultrapassando o limite de faturamento do MEI.;;;;;
contabil_mei__comparacao__4;contabil_mei;comparacao;O que acontece se eu decidir não contratar a Indie Contábil e precisar da DASN-SIMEI?;Se você optar por não contratar a Indie Contábil, poderá fazer a declaração da DASN-SIMEI de forma avulsa, que custa R$ 49. No entanto, ao contratar um dos planos da Indie Contábil, você conta com o suporte do contador e a inclusão da declaração no serviço, o que pode facilitar bastante o processo.;;;;;
contabil_mei__caso_de_uso__0;contabil_mei;caso_de_uso;Sou designer gráfica MEI em início de carreira e gostaria de saber o que a Indie Contábil oferece para facilitar a entrega da minha DASN-SIMEI.;A Indie Contábil oferece a Declaração Anual do MEI (DASN-SIMEI) incluída gratuitamente nos planos Pro e Premium. Dessa forma, você não precisa se preocupar em fazer a declaração avulsa, que custa R$ 49. O contador da Indie cuida de toda a documentação para você, garantindo que tudo seja entregue dentro do prazo.;;;;;
empresa__caso_de_uso__0;empresa;caso_de_uso;Sou sócio de uma agência de marketing com três sócios e, muitas vezes, enfrentamos dificuldades para separar nossas finanças pessoais das da empresa. Como a Indie pode nos ajudar com isso?;A Indie oferece a Indie Conta PJ, que é uma conta digital de pagamento para pessoa jurídica. Com ela, vocês podem evitar misturar finanças pessoais com as da empresa, além de contar com funcionalidades como Pix ilimitado e gratuito, cartões de débito e crédito, e um extrato exportável. Isso facilita a gestão financeira e ajuda a evitar tarifas altas em bancos tradicionais.;;;;;
empresa__caso_de_uso__2;empresa;caso_de_uso;Trabalho como ilustrador e recebo pagamentos de clientes no Reino Unido. Como a Indie facilita esse processo de recebimento internacional?;A Indie oferece a Indie Global, que permite receber pagamentos do exterior em dólar, euro e libra. Com essa solução, você recebe dados de recebimento em moeda estrangeira e pode converter para reais com taxas transparentes e competitivas. O processo é muito mais simples do que o que bancos tradicionais oferecem, com prazos rápidos e sem tarifas fixas.;;;;;
empresa__caso_de_uso__3;empresa;caso_de_uso;Como freelancer, enfrento meses com renda irregular e tenho dificuldade em me planejar financeiramente. A Indie pode me ajudar a tornar minha renda mais previsível?;Com certeza. A Indie oferece o Salário Indie, que permite que você defina um valor fixo mensal a ser transferido da sua conta PJ para sua conta pessoal. Dessa forma, você pode ter um salário mensal previsível, mesmo com a renda irregular. Isso te ajuda a se planejar melhor financeiramente.;;;;;
global__objecao__2;global;objecao;Quais são os custos ocultos no uso do Indie Global?;Não existem custos ocultos no Indie Global. Todas as taxas são exibidas de forma clara antes do fechamento do câmbio, incluindo o spread e o IOF. Além disso, não há tarifa fixa por recebimento, o que garante maior transparência nos custos.;;;;;
global__suporte__4;global;suporte;Qual é a diferença de spread entre os planos para recebimento em dólar?;Para recebimentos em dólar, o spread no plano Essencial é de 1,5%, no Pro é de 0,9% e no Premium é de 0,6%. Isso significa que quanto mais alto o plano, menor é o custo da taxa aplicada sobre o recebimento.;;;;;
global__objecao__0;global;objecao;Por que eu devo usar o Indie Global ao invés do meu banco atual para receber pagamentos do exterior?;O Indie Global oferece uma solução mais transparente e econômica para receber pagamentos do exterior. Não há tarifas fixas por recebimento e os spreads começam a partir de 0,6%, dependendo do plano. Além disso, você tem acesso a dados de recebimento detalhados e uma conversão realizada com maior agilidade e clareza sobre os custos envolvidos.;;;;;
limites_assistente__suporte__1;limites_assistente;suporte;Não consigo acessar o saldo da minha conta pelo app, o que posso fazer?;A Indie não tem acesso ao seu saldo ou extrato, e eu não posso ajudar com isso. Recomendo que você consulte o app para verificar seu saldo ou entre em contato com o suporte pelo chat, onde um atendente humano poderá auxiliá-lo.;;;;;
nao_oferece__informal__3;nao_oferece;informal;Se eu tiver mais de 5 sócios na minha empresa, posso abrir conta na Indie?;Não, a Indie não atende empresas com mais de 5 sócios. Nossa plataforma é voltada para MEIs, MEs e EPPs com até 5 sócios e faturamento anual de até R$ 4,8 milhões.;;;;;
notas__objecao__2;notas;objecao;Por que eu deveria usar a Indie Notas em vez de continuar com o sistema que meu banco atual oferece?;A Indie Notas oferece uma solução integrada que facilita a emissão de notas fiscais diretamente pelo app, o que economiza tempo e evita a burocracia de acessar sites de prefeituras. Além disso, ela automatiza o envio das notas e a conciliação com as cobranças, tornando todo o processo mais simples e eficiente, especialmente para profissionais que precisam lidar com muitos clientes.;;;;;
notas__comparacao__1;notas;comparacao;Como a Indie Notas se integra com a Cobrança para facilitar o recebimento?;A Indie Notas permite a emissão de notas fiscais vinculadas à cobrança. Ao emitir uma nota, é possível gerar um link de pagamento junto com ela, e quando o pagamento é realizado, a nota é automaticamente marcada como paga, garantindo uma conciliação rápida e eficiente.;;;;;
notas__objecao__4;notas;objecao;Como a Indie Notas se integra com o sistema de cobrança? Isso realmente ajuda a evitar a inadimplência?;A Indie Notas se integra perfeitamente com a Indie Cobranças, permitindo que você emita uma nota fiscal e crie um link de pagamento simultaneamente. Isso significa que, assim que a nota é emitida, você pode enviar automaticamente o link de pagamento para o cliente, facilitando o recebimento e ajudando a evitar a inadimplência.;;;;;
planos__suporte__1;planos;suporte;Não consigo entender as diferenças nos limites de boletos pagos entre os planos. Pode me explicar como isso funciona?;No plano Essencial, você tem uma franquia de 10 boletos pagos por mês, e acima disso, paga R$ 1,99 por boleto. No plano Pro, a franquia é de 50 boletos por mês, e a cobrança acima desse limite é R$ 1,49 por boleto. Já no plano Premium, não há limite de boletos pagos, então você pode emitir quantos precisar sem custo adicional.;;;;;
planos__suporte__2;planos;suporte;Quero saber se o Salário Indie está disponível em todos os planos e como ele pode me ajudar como freelancer que recebe de forma irregular.;O Salário Indie está disponível nos planos Pro e Premium. Ele permite que você defina um valor fixo mensal que será transferido da sua conta PJ para a sua conta pessoal via Pix, ajudando a organizar sua renda irregular. Isso é especialmente útil para freelancers, pois proporciona uma previsibilidade financeira.;;;;;
previdencia__objecao__2;previdencia;objecao;Por que eu deveria escolher a Previdência Indie em vez de usar meu banco atual?;A Previdência Indie oferece benefícios como taxas de administração baixas, sem taxa de carregamento e a possibilidade de escolher entre PGBL e VGBL, de acordo com sua situação tributária. Além disso, a portabilidade é fácil e sem custos, permitindo que você transfira seus investimentos de forma simples, enquanto seu banco atual pode não oferecer essas facilidades.;;;;;
previdencia__direta__3;previdencia;direta;Quais tabelas de IR posso escolher na Previdência Indie?;Na Previdência Indie, você pode optar entre a tabela progressiva ou a regressiva de Imposto de Renda (IR). Isso oferece flexibilidade na forma como o imposto será aplicado sobre os seus rendimentos.;;;;;
regras_comerciais__direta__4;regras_comerciais;direta;A Indie Contábil é uma assinatura separada?;Sim, a Indie Contábil é uma assinatura separada do plano da conta. O preço da assinatura para ME/EPP é de R$ 169/mês no plano Essencial, R$ 149/mês no Pro e R$ 129/mês no Premium.;;;;;
regras_comerciais__suporte__2;regras_comerciais;suporte;E se eu não usar todos os meses do meu plano antes de cancelá-lo?;Caso você cancele sua assinatura, os meses não utilizados serão reembolsados proporcionalmente se você estiver no plano anual. No plano mensal, você continuará tendo acesso até o final do ciclo pago.;;;;;
regulacao__caso_de_uso__0;regulacao;caso_de_uso;Eu sou um redator freelancer e estou pensando em abrir um MEI. Como a Indie garante que o meu dinheiro estará seguro, já que o saldo da conta não é coberto pelo FGC?;A Indie é uma instituição de pagamento autorizada pelo Banco Central do Brasil, o que garante uma série de regulamentações e segurança nos serviços financeiros. Embora o saldo da conta não tenha cobertura do FGC, os recursos ficam segregados do patrimônio da Indie e são aplicados em títulos públicos federais ou depositados no Banco Central, garantindo maior proteção. Para aumentar a segurança do seu dinheiro, você pode optar pelas Caixinhas, que são CDBs cobertos pelo FGC até R$ 250 mil por CPF/CNPJ por instituição emissora.;;;;;
regulacao__direta__1;regulacao;direta;Como os recursos nas Caixinhas estão protegidos?;As Caixinhas, que são CDBs emitidos pelo Banco Horizonte S.A., são cobertas pelo FGC até R$ 250 mil por CPF ou CNPJ por instituição emissora. Isso significa que, se ocorrer algum problema com a instituição, o cliente pode ser ressarcido até esse limite.;;;;;
regulacao__objecao__3;regulacao;objecao;E se a Indie quebrar? Como isso afetaria o meu dinheiro?;Se a Indie enfrentasse dificuldades financeiras, os recursos dos clientes estariam protegidos devido à segregação dos fundos. Isso significa que os recursos são mantidos separados do patrimônio da empresa e aplicados em títulos seguros, o que oferece uma camada adicional de proteção.;;;;;
salario_indie__objecao__4;salario_indie;objecao;Estou preocupado com a segurança do meu dinheiro quando uso o Salário Indie. Como ele se relaciona com a minha conta e com o Cofre Fiscal?;O Salário Indie é uma funcionalidade que transfere um valor fixo mensal da sua conta PJ para a conta pessoal, ajudando a criar previsibilidade nas suas finanças. O Cofre Fiscal, por sua vez, reserva automaticamente dinheiro para impostos, garantindo que você tenha o controle de suas obrigações financeiras. Ambos os recursos são seguros e projetados para trabalhar em conjunto, oferecendo uma gestão financeira integrada.;;;;;
salario_indie__caso_de_uso__1;salario_indie;caso_de_uso;Eu sou desenvolvedor freelancer e recebo valores em dólar de uma empresa dos EUA. O Salário Indie pode ajudar a transferir esses valores para minha conta pessoal?;Sim, o Salário Indie pode ajudar, mas é importante saber que ele transfere o valor fixo mensal que você definir, da conta PJ para a sua conta pessoal, independentemente da moeda recebida. Você deve primeiro converter os recebimentos em moeda estrangeira para reais. Uma vez que o valor esteja disponível em reais na sua conta PJ, você pode configurar o Salário Indie para transferir o montante fixo que deseja para sua conta pessoal.;;;;;
salario_indie__direta__4;salario_indie;direta;É possível usar o Salário Indie mesmo tendo renda irregular?;Sim, o Salário Indie foi desenvolvido especialmente para ajudar profissionais com renda irregular, permitindo que eles tenham um valor fixo mensal previsível.;;;;;
seguranca__suporte__3;seguranca;suporte;O que acontece se eu receber uma mensagem ou ligação de uma suposta central da Indie pedindo meus dados?;A Indie nunca pede senhas, códigos ou solicita que você transfira dinheiro para uma 'conta de segurança'. Se você receber esse tipo de contato, deve ignorá-lo e, se possível, relatar a situação. É importante proteger suas informações e, caso tenha alguma dúvida, entre em contato com o suporte.;;;;;
seguro__objecao__1;seguro;objecao;Como funciona a questão de valores de diárias no Seguro Renda Protegida? Tem algum custo escondido?;No Seguro Renda Protegida, você pode escolher uma diária entre R$ 100 a R$ 500, conforme sua necessidade. Não há custos escondidos, mas é importante considerar que o preço do seguro começa a partir de R$ 29,90 por mês, dependendo da idade e do valor da diária escolhida.;;;;;
seguro__comparacao__2;seguro;comparacao;Como o valor da diária do Seguro Renda Protegida é definido?;O valor da diária do Seguro Renda Protegida pode ser escolhido durante a contratação e varia entre R$ 100 e R$ 500, de acordo com a necessidade do cliente.;;;;;
seguro__comparacao__3;seguro;comparacao;O preço do Seguro Renda Protegida é o mesmo para todos os planos?;Não, o preço do Seguro Renda Protegida a partir de R$ 29,90/mês pode variar conforme a idade do cliente e o valor da diária escolhida.;;;;;
suporte__suporte__0;suporte;suporte;O que acontece se eu não conseguir acessar meu celular para bloquear minha conta?;Se você não consegue acessar seu celular, deve entrar no internet banking para bloquear o acesso do aparelho. É importante agir rapidamente para proteger sua conta.;;;;;
suporte__suporte__4;suporte;suporte;Estou recebendo alertas de que meu limite de Pix está alto, o que devo fazer?;Você pode configurar limites de Pix diretamente no app, inclusive um limite noturno separado. Se precisar reduzir o limite, essa alteração é imediata, mas aumentos levam 24 horas para valer.;;;;;
